MATERIAL,CALMONTH,OSMIT,ORFLG,TOTAL_STOCK,W_DEMAND18,W_DEMAND12,W_OPENQTY
101,202004,ACTIVE,Y,642,"4,614.88","3,076.59",335.58
101,202005,ACTIVE,Y,6,203.77,135.847,17.808
101,202006,ACTIVE,Y,6,"2,131.19","1,420.79",360
101,202007,ACTIVE,Y,6,57.622,38.415,1.552
101,202008,ACTIVE,Y,486,"4,557.07","3,038.05",434.964
101,202009,ACTIVE,Y,6,120.838,80.559,14.727
101,202010,ACTIVE,Y,289,"5,881.16","3,920.78","1,188.56"
101,202011,ACTIVE,Y,505,"5,926.46","3,950.97","1,804.85"
101,202012,ACTIVE,Y,190,"6,176.60","4,117.73","1,674.38"
101,202101,ACTIVE,Y,219,"5,726.21","3,817.47","2,461.52"
101,202102,ACTIVE,Y,3,"1,249.97",833.315,412.941
101,202103,ACTIVE,Y,75,"4,253.42","2,835.61","1,708.99"
101,202104,ACTIVE,Y,2,13.243,8.829,2.954
102,202004,ACTIVE,Y,"6,990.00","59,357.70","39,571.80","15,166.58"
102,202005,ACTIVE,Y,"5,238.00","49,943.24","33,295.49","6,984.72"
102,202006,ACTIVE,Y,"3,325.00","55,276.06","36,850.71","2,121.78"
102,202007,ACTIVE,Y,72,"5,239.92","3,493.28",68.018
102,202008,ACTIVE,Y,636,"62,603.50","41,735.67","3,777.53"
102,202009,ACTIVE,Y,"4,230.00","72,328.73","48,219.15","2,925.31"
102,202010,ACTIVE,Y,768,"12,037.04","8,024.69",773.701
102,202011,ACTIVE,Y,"3,804.00","70,620.18","47,080.12","3,783.65"
102,202012,ACTIVE,Y,60,"74,232.48","49,488.32","3,234.49"
102,202102,ACTIVE,Y,4,"76,308.01","50,872.01","16,985.00"
102,202103,ACTIVE,Y,566,"21,259.98","14,173.32","2,191.80"
102,202104,ACTIVE,Y,"12,223.00","49,780.14","33,186.76","5,025.88"
103,202004,ACTIVE,Y,"4,292.00","20,460.16","13,640.11",394.24
103,202005,ACTIVE,Y,"5,986.00","23,988.39","15,992.26",267.273
103,202006,ACTIVE,Y,"6,643.00","18,488.73","12,325.82",335.468
103,202007,ACTIVE,Y,"5,035.00","12,219.89","8,146.59",211.656
103,202008,ACTIVE,Y,"3,763.00","13,164.73","8,776.48",353.996
103,202009,ACTIVE,Y,"3,091.00","12,814.87","8,543.25",142.246
103,202010,ACTIVE,Y,"3,307.00","16,583.24","11,055.50",196.469
103,202011,ACTIVE,Y,"1,923.00","13,052.06","8,701.38",294.132
103,202012,ACTIVE,Y,145,"2,032.07","1,354.72",33.903
103,202101,ACTIVE,Y,"4,201.00","25,838.39","17,225.59",973.755
103,202102,ACTIVE,Y,"2,272.00","19,157.79","12,771.86",337.66
103,202103,ACTIVE,Y,"1,102.00","12,107.01","8,071.34",296.544
103,202104,ACTIVE,Y,"2,550.00","15,959.51","10,639.67",241.897
108,202004,ACTIVE,Y,271,"11,486.55","7,657.70","7,068.00"
108,202005,ACTIVE,Y,45,753.051,502.034,337.597
108,202006,ACTIVE,Y,"1,774.00","22,778.83","15,185.89","2,237.32"
108,202007,ACTIVE,Y,"12,334.00","94,920.08","63,280.06","2,057.60"
108,202008,ACTIVE,Y,"9,734.00","76,874.70","51,249.80",409.256
108,202009,ACTIVE,Y,"4,434.00","82,845.21","55,230.14","8,590.07"
108,202010,ACTIVE,Y,"4,924.00","36,256.90","24,171.27","3,773.45"
108,202011,ACTIVE,Y,"6,144.00","82,048.17","54,698.78","5,304.96"
108,202012,ACTIVE,Y,"3,194.00","21,527.24","14,351.49","2,320.36"
108,202101,ACTIVE,Y,"4,724.00","29,200.72","19,467.15","5,238.81"
108,202102,ACTIVE,Y,"6,253.00","71,901.16","47,934.11","7,147.59"
108,202103,ACTIVE,Y,223,"5,361.12","3,574.08","1,229.31"
108,202104,ACTIVE,Y,"2,062.00","29,460.04","19,640.03","6,766.35"
300,202004,ACTIVE,Y,70,"1,307.90",871.936,49.125
300,202005,ACTIVE,Y,25,901.044,600.696,59.535
300,202006,ACTIVE,Y,76,"1,655.69","1,103.80",52.157
300,202007,ACTIVE,Y,10,"1,088.73",725.819,27.576
300,202008,ACTIVE,Y,51,"3,154.73","2,103.15",204.981
300,202010,ACTIVE,Y,79,"1,930.13","1,286.75",27.568
300,202011,ACTIVE,Y,245,"2,857.02","1,904.68",15.14
300,202012,ACTIVE,Y,66,"1,699.47","1,132.98",11.064
301,202004,ACTIVE,Y,63,597.922,398.615,16.588
301,202005,ACTIVE,Y,160,"1,244.81",829.872,50.85
301,202006,ACTIVE,Y,112,903.698,602.465,5.714
301,202007,ACTIVE,Y,81,639.691,426.461,3.975
301,202008,ACTIVE,Y,46,461.953,307.969,15.824
301,202010,ACTIVE,Y,29,370.911,247.274,9.765
301,202011,ACTIVE,Y,31,511.317,340.878,10.485
303,202004,ACTIVE,Y,542,"5,742.66","3,828.44",24.678
303,202005,ACTIVE,Y,298,"5,415.58","3,610.39",37.848
303,202006,ACTIVE,Y,482,"4,466.78","2,977.85",104.275
303,202007,ACTIVE,Y,320,"4,815.42","3,210.28",520.93
303,202008,ACTIVE,Y,340,"5,587.31","3,724.87",121.196
303,202009,ACTIVE,Y,5,173.305,115.537,7.755
303,202010,ACTIVE,Y,116,"3,188.39","2,125.60",63
303,202011,ACTIVE,Y,250,"5,225.80","3,483.87",32.787
303,202012,ACTIVE,Y,102,"3,293.94","2,195.96",65.123
303,202101,ACTIVE,Y,290,"7,352.42","4,901.62",350.643
303,202102,ACTIVE,Y,2,308.786,205.857,15.906
303,202103,ACTIVE,Y,4,"6,665.26","4,443.51","1,675.00"
303,202104,ACTIVE,Y,11,"8,063.61","5,375.74","2,073.00"
304,202004,ACTIVE,N,448,"4,955.67","3,303.78",12.87
304,202005,ACTIVE,Y,399,"4,899.27","3,266.18",80.528
304,202006,ACTIVE,Y,365,"4,169.42","2,779.61",113.573
304,202007,ACTIVE,Y,204,"3,589.88","2,393.26",69.581
304,202008,ACTIVE,Y,6,134.673,89.782,4.131
304,202009,ACTIVE,Y,326,"2,079.97","1,386.65",49.664
304,202010,ACTIVE,Y,79,"1,946.86","1,297.91",54.216
304,202011,ACTIVE,Y,226,"2,854.65","1,903.10",5.567
304,202012,ACTIVE,Y,4,180.029,120.019,2.7
304,202101,ACTIVE,Y,4,396.692,264.461,8.083
304,202102,ACTIVE,Y,5,"3,886.29","2,590.86",412.143
304,202103,ACTIVE,Y,1,"4,366.17","2,910.78",849
304,202104,ACTIVE,Y,35,"5,898.72","3,932.48",957
305,202004,ACTIVE,N,52,660.024,440.016,13.528
305,202005,ACTIVE,Y,29,"1,164.74",776.495,6.259
305,202006,ACTIVE,Y,171,"1,637.48","1,091.65",11.51
305,202007,ACTIVE,Y,60,"1,083.95",722.63,32.121
305,202008,ACTIVE,Y,31,"1,799.29","1,199.53",52.7
305,202009,ACTIVE,Y,20,509.592,339.728,31.579
305,202010,ACTIVE,Y,57,"1,307.55",871.701,12.391
305,202011,ACTIVE,Y,72,"1,184.25",789.499,6.803
305,202012,ACTIVE,Y,20,675.131,450.087,1.039
305,202101,ACTIVE,Y,51,"1,097.82",731.879,7.605
305,202102,ACTIVE,Y,2,83.56,55.707,2.643
305,202103,ACTIVE,Y,21,"1,541.17","1,027.45",70
307,202004,ACTIVE,N,67,976.536,651.024,12.276
307,202005,ACTIVE,Y,76,"1,624.98","1,083.32",3.195
307,202006,ACTIVE,Y,169,"1,829.65","1,219.77",8.647
307,202007,ACTIVE,Y,159,"1,076.34",717.56,7.492
307,202008,ACTIVE,Y,71,976.381,650.921,18.085
307,202009,ACTIVE,Y,33,463.965,309.31,4.569
307,202010,ACTIVE,Y,50,391.697,261.131,0.685
307,202011,ACTIVE,Y,20,533.644,355.763,37.576
307,202012,ACTIVE,Y,44,498.666,332.444,10.389
307,202101,ACTIVE,Y,89,"1,191.23",794.152,65.038
307,202102,ACTIVE,Y,8,590.317,393.545,8
307,202103,ACTIVE,Y,25,835.884,557.256,42.347
307,202104,ACTIVE,Y,6,968.696,645.797,157
308,202004,ACTIVE,N,17,260.19,173.46,6.549
308,202005,ACTIVE,Y,64,"1,002.92",668.61,19.251
308,202006,ACTIVE,Y,102,787.715,525.143,2.757
308,202007,ACTIVE,Y,89,501.134,334.089,19.119
308,202008,ACTIVE,Y,7,109.928,73.285,12.143
308,202009,ACTIVE,Y,2,6.574,4.383,6.966
308,202101,ACTIVE,Y,97,668.501,445.667,243
308,202103,ACTIVE,Y,90,403.954,269.303,231
363,202004,ACTIVE,Y,8,40.293,26.862,0.999
363,202005,ACTIVE,Y,38,137.544,91.696,2.084
363,202006,ACTIVE,Y,31,107.646,71.764,0
363,202007,ACTIVE,Y,31,72.549,48.366,0.517
363,202008,ACTIVE,Y,30,58.14,38.76,0.517
363,202009,ACTIVE,Y,29,31.176,20.784,0.509
363,202010,EXCESS,Y,29,26.379,17.586,0
363,202011,EXCESS,Y,29,20.534,13.689,0
363,202012,EXCESS,Y,28,11.654,7.769,0
363,202101,EXCESS,Y,28,13.021,8.681,0
363,202102,EXCESS,Y,21,19.765,13.177,0.512
363,202103,EXCESS,Y,20,13.511,9.007,1
363,202104,EXCESS,Y,16,8.109,5.406,0.941
364,202004,ACTIVE,N,30,67.608,45.072,1.878
364,202005,ACTIVE,Y,25,80.656,53.771,0.568
364,202006,ACTIVE,Y,18,44.831,29.887,0.675
364,202007,ACTIVE,Y,15,30.353,20.235,1
364,202008,ACTIVE,Y,11,33.36,22.24,0
364,202009,ACTIVE,Y,5,11.22,7.48,0.306
364,202010,ACTIVE,Y,20,75.261,50.174,1.395
364,202011,ACTIVE,Y,13,56.807,37.871,0.361
364,202012,ACTIVE,Y,1,7.331,4.887,0.304
364,202101,ACTIVE,Y,33,162.355,108.237,0
364,202102,ACTIVE,Y,32,161.065,107.377,4
364,202103,ACTIVE,Y,22,108.961,72.641,0.611
364,202104,ACTIVE,Y,15,143.857,95.905,20.526
367,202004,EXCESS,N,17,0.852,0.568,0
367,202005,EXCESS,Y,17,2.556,1.704,0.426
367,202006,EXCESS,Y,13,0,0,0.173
367,202007,EXCESS,Y,16,2.745,1.83,0
367,202008,EXCESS,Y,15,2.801,1.867,0
367,202009,EXCESS,Y,16,3.526,2.351,0
367,202010,EXCESS,Y,16,3.54,2.36,0
367,202011,EXCESS,Y,15,3.547,2.365,0
367,202012,EXCESS,Y,15,0,0,0
367,202101,OBSOLETE,Y,15,0,0,0
367,202102,OBSOLETE,Y,15,0,0,0
367,202103,OBSOLETE,Y,15,0,0,0.197
367,202104,OBSOLETE,Y,14,0,0,0
558,202004,ACTIVE,Y,95,"3,601.65","2,401.10",62.32
558,202005,ACTIVE,Y,3,28.986,19.324,0.456
558,202006,ACTIVE,Y,989,"4,467.32","2,978.21",121.584
558,202007,ACTIVE,Y,323,"1,395.59",930.395,9.913
558,202008,ACTIVE,Y,449,699.06,466.04,10.275
558,202009,ACTIVE,Y,309,483.177,322.118,4.105
558,202010,ACTIVE,Y,45,79.622,53.081,1.369
558,202011,ACTIVE,Y,722,"1,176.73",784.489,23.812
558,202012,ACTIVE,Y,193,439.072,292.715,6.861
558,202101,ACTIVE,Y,731,"1,838.00","1,225.33",54.167
558,202102,ACTIVE,Y,399,"1,343.53",895.688,32.627
558,202103,ACTIVE,Y,8,48.97,32.647,1.574
558,202104,ACTIVE,Y,480,"7,111.62","4,741.08",337.59
562,202004,ACTIVE,Y,"1,535.00","5,083.29","3,388.86",176.88
562,202005,ACTIVE,Y,"1,367.00","4,656.53","3,104.35",451.008
562,202006,ACTIVE,Y,801,"6,114.81","4,076.54",360.45
562,202007,ACTIVE,Y,"1,405.00","7,894.51","5,263.01",583.432
562,202008,ACTIVE,Y,277,"7,820.67","5,213.78",515.43
562,202009,ACTIVE,Y,"1,459.00","7,508.43","5,005.62",730.654
562,202010,ACTIVE,Y,"3,363.00","9,815.02","6,543.35",866.662
562,202011,ACTIVE,Y,"1,935.00","6,375.87","4,250.58",688.593
562,202012,ACTIVE,Y,"1,238.00","6,291.97","4,194.64",752.519
562,202101,ACTIVE,Y,"1,247.00","8,987.45","5,991.63","1,086.71"
562,202102,ACTIVE,Y,"1,861.00","10,341.80","6,894.53","1,211.25"
562,202103,ACTIVE,Y,"1,027.00","8,892.28","5,928.19","1,943.18"
562,202104,ACTIVE,Y,183,"3,225.31","2,150.20",638.223
750,202004,ACTIVE,Y,31,559.548,373.032,15.84
750,202005,ACTIVE,Y,474,"2,605.01","1,736.67",20.256
750,202006,ACTIVE,Y,426,"3,814.47","2,542.98",110.122
750,202007,ACTIVE,Y,"1,026.00","4,095.83","2,730.55",144.634
750,202008,ACTIVE,Y,654,"3,462.19","2,308.12",229.085
750,202009,ACTIVE,Y,330,"1,020.50",680.334,64.706
750,202010,ACTIVE,Y,222,913.201,608.801,23.246
750,202011,ACTIVE,Y,150,876.451,584.301,7.547
750,202012,ACTIVE,Y,"1,098.00","2,145.19","1,430.13",33.357
750,202101,ACTIVE,Y,"1,050.00","2,072.73","1,381.82",96.748
750,202102,ACTIVE,Y,906,"2,172.44","1,448.29",56.099
750,202103,ACTIVE,Y,810,"1,760.28","1,173.52",120
750,202104,ACTIVE,Y,737,"1,373.32",915.546,220.98
851,202004,OBSOLETE,N,33,0,0,0
851,202005,OBSOLETE,Y,33,0,0,0
851,202006,OBSOLETE,Y,33,0,0,1.784
851,202007,OBSOLETE,Y,31,0,0,0
851,202008,OBSOLETE,Y,31,0,0,0.886
878,202004,ACTIVE,Y,37,90.582,60.388,0
878,202005,ACTIVE,Y,36,86.597,57.731,0
878,202006,ACTIVE,Y,27,55.836,37.224,2.893
878,202007,ACTIVE,Y,19,52.591,35.061,3.619
878,202008,ACTIVE,Y,7,48.054,32.036,2.917
878,202011,ACTIVE,Y,2,15.191,10.127,0
878,202012,ACTIVE,Y,8,78.285,52.19,0
878,202101,ACTIVE,Y,10,54.694,36.463,0.476
878,202102,ACTIVE,Y,9,62.686,41.791,0.474
878,202103,ACTIVE,Y,5,36.034,24.023,2.692
878,202104,ACTIVE,Y,12,44.656,29.771,8.727
78368,202104,OBSOLETE,N,"11,232.00",0,0,"5,616.00"
78567,202104,ACTIVE,N,"1,440.00","13,936.43","9,290.95",491.545
176254,202104,OBSOLETE,N,25,0,0,0
185486,202104,OBSOLETE,N,"2,004.00",0,0,"1,623.90"
185629,202103,ACTIVE,N,"5,280.00","3,340.70","2,227.13","5,411.69"
185629,202104,ACTIVE,N,"5,280.00","2,391.74","1,594.49","5,406.77"
209485,202104,ACTIVE,N,902,992.197,661.465,238.581
209504,202104,ACTIVE,N,302,336.597,224.398,118.973
544559,202104,OBSOLETE,N,576,0,0,657.148
544911,202104,EXCESS,N,24,1.585,1.057,0.003
631081,202103,EXCESS,N,"4,164.00","3,302.28","2,201.52","1,219.52"
631081,202104,EXCESS,N,"4,164.00","3,326.09","2,217.39","1,245.34"
634038,202104,ACTIVE,N,50,22.864,15.243,72.324
635881,202104,ACTIVE,N,200,939.611,626.407,53.664
744778,202104,ACTIVE,N,"2,340.00","7,730.87","5,153.92","2,119.40"
744779,202103,ACTIVE,N,"3,120.00","12,116.53","8,077.69","2,019.81"
744779,202104,ACTIVE,N,"3,264.00","13,982.81","9,321.87","2,203.97"
760494,202104,EXCESS,N,"4,356.00",23.931,15.954,"1,302.26"
811963,202005,EXCESS,N,"1,45,218.00",0,0,0
811963,202006,EXCESS,N,"2,02,018.00",0,0,0
811963,202007,EXCESS,N,"1,64,163.00",0,0,0
811963,202008,EXCESS,N,"1,34,634.00",0,0,0
811963,202009,EXCESS,N,"82,523.00",0,0,0
811963,202010,EXCESS,N,"71,885.00",0,0,0
811963,202011,EXCESS,N,"28,275.00",0,0,0
811963,202012,EXCESS,N,"35,076.00",0,0,0
811963,202101,EXCESS,N,"1,168.00",0,0,0
811963,202102,EXCESS,N,"56,535.00",0,0,0
811963,202103,EXCESS,N,"36,164.00",0,0,0
811963,202104,EXCESS,N,"1,25,133.00",0,0,0
811965,202005,EXCESS,N,"67,146.00",0,0,0
811965,202006,EXCESS,N,"1,17,546.00",0,0,0
811965,202007,EXCESS,N,"1,13,154.00",0,0,0
811965,202008,EXCESS,N,"1,09,022.00",0,0,0
811965,202009,EXCESS,N,"1,06,644.00",0,0,0
811965,202010,EXCESS,N,"1,00,396.00",0,0,0
811965,202011,EXCESS,N,"98,330.00",0,0,0
811965,202012,EXCESS,N,"70,561.00",0,0,0
811965,202101,EXCESS,N,"64,343.00",0,0,0
811965,202102,EXCESS,N,"60,211.00",0,0,0
811965,202103,EXCESS,N,"53,643.00",0,0,0
811965,202104,EXCESS,N,"45,434.00",0,0,0
811967,202005,EXCESS,N,"9,247.00",0,0,0
811967,202006,EXCESS,N,"7,288.00",0,0,0
811967,202007,EXCESS,N,"5,272.00",0,0,0
811967,202008,EXCESS,N,"2,540.00",0,0,0
811967,202009,EXCESS,N,"16,800.00",0,0,0
811967,202010,EXCESS,N,"1,400.00",0,0,0
811967,202011,EXCESS,N,"28,752.00",0,0,0
811967,202012,EXCESS,N,"28,752.00",0,0,0
811967,202101,EXCESS,N,"24,091.00",0,0,0
811967,202102,EXCESS,N,"23,354.00",0,0,0
811967,202103,EXCESS,N,"15,928.00",0,0,0
811967,202104,EXCESS,N,"16,430.00",0,0,0
812000,202008,EXCESS,N,"44,157.00",0,0,0
812000,202009,EXCESS,N,"41,811.00",0,0,0
812000,202010,EXCESS,N,"41,811.00",0,0,0
812000,202011,EXCESS,N,"41,010.00",0,0,0
812000,202012,EXCESS,N,"41,010.00",0,0,0
812000,202101,EXCESS,N,"37,221.00",0,0,0
812000,202102,EXCESS,N,"37,221.00",0,0,0
812000,202103,EXCESS,N,"37,221.00",0,0,0
812000,202104,EXCESS,N,"37,221.00",0,0,0
812001,202101,EXCESS,N,"2,362.00",0,0,0
812001,202102,EXCESS,N,"2,362.00",0,0,0
812001,202103,EXCESS,N,"1,964.00",0,0,0
812001,202104,EXCESS,N,"1,964.00",0,0,0
823247,202104,OBSOLETE,N,"1,752.00",24.546,16.364,994.811
823248,202104,OBSOLETE,N,707,"2,389.17","1,592.78",226.063
823265,202104,OBSOLETE,N,174,"2,752.80","1,835.20",62.4
856361,202005,EXCESS,N,"5,600.00",0,0,0
856361,202006,EXCESS,N,"6,130.00",0,0,0
856361,202007,EXCESS,N,"6,130.00",0,0,0
856361,202008,EXCESS,N,"6,130.00",0,0,0
856361,202009,EXCESS,N,"6,130.00",0,0,0
856361,202010,EXCESS,N,530,0,0,0
856361,202011,EXCESS,N,530,0,0,0
856361,202012,EXCESS,N,530,0,0,0
856361,202101,EXCESS,N,530,0,0,0
856361,202102,EXCESS,N,"6,130.00",0,0,0
856361,202103,EXCESS,N,"4,102.00",0,0,0
856361,202104,EXCESS,N,"4,102.00",0,0,0
868219,202104,OBSOLETE,N,"3,648.00","3,169.65","2,113.10",803.865
889979,202103,ACTIVE,N,"2,088.00","2,413.04","1,608.69","1,430.94"
889979,202104,ACTIVE,N,"2,088.00","2,376.03","1,584.02","1,097.70"
889981,202103,ACTIVE,N,"2,088.00","2,189.30","1,459.53","2,206.64"
889981,202104,EXCESS,N,"2,088.00",0,0,"1,738.00"
890441,202104,OBSOLETE,N,150,0,0,0
891303,202008,ACTIVE,N,12,138.127,92.085,0
891303,202009,OBSOLETE,N,12,0,0,0
891303,202010,OBSOLETE,N,12,0,0,0
891303,202011,OBSOLETE,N,12,0,0,0
891303,202012,OBSOLETE,N,12,0,0,0
891303,202101,OBSOLETE,N,12,0,0,0
891303,202102,OBSOLETE,N,12,0,0,0
891303,202103,OBSOLETE,N,12,0,0,0
891303,202104,OBSOLETE,N,12,0,0,0
895042,202004,ACTIVE,Y,"5,250.00","9,622.47","6,414.98",92.95
895042,202005,ACTIVE,Y,"5,250.00","7,809.31","5,206.20",281.75
895042,202006,ACTIVE,Y,"5,250.00","8,063.56","5,375.71",144.082
895042,202007,ACTIVE,Y,"5,250.00","8,278.10","5,518.73",218.75
895042,202008,ACTIVE,Y,"5,250.00","8,482.68","5,655.12",315
895042,202009,ACTIVE,Y,"5,250.00","9,069.72","6,046.48",0
895042,202010,ACTIVE,Y,"5,250.00","22,142.79","14,761.86",256.515
895042,202011,ACTIVE,Y,"5,250.00","24,286.08","16,190.72","3,040.54"
895042,202012,ACTIVE,Y,"5,250.00","31,741.15","21,160.77","3,904.52"
895042,202101,ACTIVE,Y,150,"1,309.90",873.266,142.5
895042,202102,ACTIVE,Y,"7,850.00","60,295.88","40,197.25",0
895042,202103,ACTIVE,Y,"6,850.00","26,199.78","17,466.52","1,836.46"
895042,202104,ACTIVE,Y,"5,000.00","31,174.57","20,783.05",301.724
895045,202004,EXCESS,Y,"7,500.00",0,0,"5,292.00"
895045,202005,ACTIVE,Y,"43,200.00","62,470.34","41,646.90","17,764.20"
895045,202006,ACTIVE,Y,"14,100.00","59,982.01","39,988.00",698.212
895045,202007,ACTIVE,Y,"3,300.00","20,470.95","13,647.30",474.138
895045,202008,ACTIVE,Y,"3,300.00","24,096.21","16,064.14",815.73
895045,202011,ACTIVE,Y,"17,950.00","96,661.21","64,440.81","1,907.73"
895045,202012,ACTIVE,Y,"10,550.00","67,280.39","44,853.60","1,696.33"
895045,202103,ACTIVE,Y,"13,900.00","76,885.66","51,257.10",0
921235,202104,ACTIVE,N,18,30.455,20.303,29.566
925732,202005,EXCESS,N,"25,625.00",0,0,0
925732,202006,EXCESS,N,"24,713.00",0,0,0
925732,202007,EXCESS,N,"23,273.00",0,0,0
925732,202008,EXCESS,N,"23,273.00",0,0,0
925732,202009,EXCESS,N,"14,873.00",0,0,0
925732,202010,EXCESS,N,"91,193.00",0,0,0
925732,202011,EXCESS,N,"91,193.00",0,0,0
925732,202012,EXCESS,N,"94,927.00",0,0,0
925732,202101,EXCESS,N,"83,407.00",0,0,0
925732,202102,EXCESS,N,"83,407.00",0,0,0
925732,202103,EXCESS,N,"74,732.00",0,0,0
925732,202104,EXCESS,N,"56,115.00",0,0,0
928145,202009,EXCESS,N,"14,371.00",0,0,0
928145,202010,EXCESS,N,"17,999.00",0,0,0
928145,202011,EXCESS,N,"13,359.00",0,0,0
928145,202012,EXCESS,N,"12,752.00",0,0,0
928145,202101,EXCESS,N,"12,752.00",0,0,0
928145,202102,EXCESS,N,"60,902.00",0,0,0
928145,202103,EXCESS,N,"37,355.00",0,0,0
928145,202104,EXCESS,N,"48,317.00",0,0,0
954412,202104,ACTIVE,N,"2,340.00","5,004.37","3,336.25","1,627.20"
954413,202104,ACTIVE,N,"1,560.00","1,902.82","1,268.55","3,928.34"
954415,202103,ACTIVE,N,"2,340.00","3,424.74","2,283.16","1,831.63"
954415,202104,EXCESS,N,"2,352.00","2,055.06","1,370.04","1,814.75"
954416,202104,ACTIVE,N,"1,818.00","2,006.05","1,337.37","1,344.72"
954857,202005,EXCESS,N,"29,880.00",0,0,0
954857,202006,EXCESS,N,"29,880.00",0,0,0
954857,202007,EXCESS,N,"29,880.00",0,0,0
954857,202008,EXCESS,N,"29,880.00",0,0,0
954857,202009,EXCESS,N,"29,880.00",0,0,0
954857,202010,EXCESS,N,"29,880.00",0,0,0
954857,202011,EXCESS,N,"29,880.00",0,0,0
954857,202012,EXCESS,N,"29,496.00",0,0,0
954857,202101,EXCESS,N,"29,496.00",0,0,0
954857,202102,EXCESS,N,"29,496.00",0,0,0
954857,202103,EXCESS,N,"29,496.00",0,0,0
954857,202104,EXCESS,N,"29,496.00",0,0,0
959002,202005,EXCESS,N,"3,000.00","1,430.32",953.548,2.007
959002,202006,EXCESS,N,"3,000.00","1,588.19","1,058.79","1,006.52"
959002,202007,ACTIVE,N,"2,676.00","5,439.12","3,626.08",23.76
959002,202008,ACTIVE,N,"2,424.00","5,439.41","3,626.28",415.373
959002,202009,EXCESS,N,"1,356.00",312.479,208.319,166.162
959002,202010,EXCESS,N,636,304.159,202.773,140.682
959002,202011,EXCESS,N,252,220.432,146.955,200.031
959002,202012,ACTIVE,N,36,244.428,162.952,25.92
959002,202103,ACTIVE,N,4,64.157,42.771,0
959002,202104,ACTIVE,N,4,91.458,60.972,3.2
964506,202005,EXCESS,N,"1,501.00",0,0,0
964506,202006,EXCESS,N,865,0,0,0
964506,202007,EXCESS,N,583,0,0,0
964506,202008,EXCESS,N,265,0,0,0
964506,202009,EXCESS,N,"1,211.00",0,0,0
964506,202010,EXCESS,N,"1,585.00",0,0,0
964506,202011,EXCESS,N,"1,411.00",0,0,0
964506,202012,EXCESS,N,"2,434.00",0,0,0
964506,202101,EXCESS,N,"4,270.00",0,0,0
964506,202102,EXCESS,N,"4,270.00",0,0,0
964506,202103,EXCESS,N,"3,436.00",0,0,0
964506,202104,EXCESS,N,"3,436.00",0,0,0
964507,202012,EXCESS,N,890,0,0,0
964507,202101,EXCESS,N,464,0,0,0
964507,202102,EXCESS,N,296,0,0,0
964507,202103,EXCESS,N,266,0,0,0
964507,202104,EXCESS,N,170,0,0,0
987115,202005,EXCESS,N,"56,465.00",0,0,0
987115,202006,EXCESS,N,"53,915.00",0,0,0
987115,202007,EXCESS,N,"48,515.00",0,0,0
987115,202008,EXCESS,N,"44,915.00",0,0,0
987115,202009,EXCESS,N,"35,315.00",0,0,0
987115,202010,EXCESS,N,"29,215.00",0,0,0
987115,202011,EXCESS,N,"20,815.00",0,0,0
987115,202012,EXCESS,N,"20,815.00",0,0,0
987115,202101,EXCESS,N,"10,407.00",0,0,0
987115,202102,EXCESS,N,"17,125.00",0,0,0
987115,202103,EXCESS,N,"12,600.00",0,0,0
987115,202104,EXCESS,N,"11,200.00",0,0,0
987116,202005,ACTIVE,N,"24,760.00","42,940.80","28,627.20",0
987116,202006,EXCESS,N,"24,760.00",0,0,0
987116,202007,EXCESS,N,"23,680.00",0,0,0
987116,202008,EXCESS,N,"19,235.00",0,0,0
987116,202009,EXCESS,N,"19,065.00",0,0,0
987116,202010,EXCESS,N,"19,065.00",0,0,0
987116,202011,EXCESS,N,"12,335.00",0,0,0
987116,202012,EXCESS,N,"12,455.00",0,0,0
987116,202101,EXCESS,N,"5,235.00",0,0,0
987116,202102,EXCESS,N,"7,379.00","5,041.90","3,361.27",0
987116,202103,EXCESS,N,"37,404.00",0,0,0
987116,202104,EXCESS,N,"32,844.00",0,0,0
987117,202005,EXCESS,N,"1,00,205.00",0,0,0
987117,202006,EXCESS,N,"1,55,105.00",0,0,0
987117,202007,EXCESS,N,"1,53,992.00",0,0,0
987117,202008,EXCESS,N,"1,51,832.00",0,0,0
987117,202009,EXCESS,N,"1,31,582.00",0,0,0
987117,202010,EXCESS,N,"1,30,156.00",0,0,0
987117,202011,EXCESS,N,"95,956.00",0,0,0
987117,202012,EXCESS,N,"61,770.00",0,0,0
987117,202101,EXCESS,N,"18,005.00",0,0,0
987117,202102,EXCESS,N,"52,780.00",0,0,0
987117,202104,EXCESS,N,"83,618.00",0,0,0
987118,202005,EXCESS,N,"47,128.00",0,0,0
987118,202006,EXCESS,N,"32,614.00",0,0,0
987118,202007,EXCESS,N,"5,600.00",0,0,0
987118,202008,EXCESS,N,"3,865.00",0,0,0
987118,202009,EXCESS,N,"15,800.00",0,0,0
987118,202010,EXCESS,N,"41,000.00",0,0,0
987118,202011,EXCESS,N,"17,927.00",0,0,0
987118,202012,EXCESS,N,"1,750.00",0,0,0
987118,202101,EXCESS,N,"65,460.00",0,0,0
987118,202102,EXCESS,N,"32,260.00",0,0,0
987118,202103,EXCESS,N,"11,150.00",0,0,0
987118,202104,EXCESS,N,"56,000.00",0,0,0
987119,202005,NEW,Y,"8,800.00",0,0,0
987119,202006,NEW,Y,"10,519.00",0,0,0
987119,202007,EXCESS,Y,"10,519.00",0,0,0
987119,202008,EXCESS,Y,"10,519.00",0,0,0
