MATERIAL,CALMONTH,OSMIT,ORFLG,TOTAL_STOCK,W_DEMAND18,W_DEMAND12,W_OPENQTY
CBRE0117,202007,ACTIVE,Y,41,0,0,0
CBRE0117,202008,ACTIVE,Y,41,0,0,0
CBRE0117,202009,ACTIVE,Y,41,0,0,0
CBRE0117,202010,ACTIVE,Y,41,0,0,0
CBRE0117,202011,ACTIVE,Y,41,0,0,0
CBRE0117,202012,ACTIVE,Y,41,0,0,0
CBRE0117,202101,ACTIVE,Y,41,0,0,0
CBRE0117,202102,ACTIVE,Y,41,0,0,0
CBRE0117,202103,ACTIVE,Y,37,5,3.333,0
CBRE0117,202104,OBSOLETE,Y,37,0,0,0
CBRE0120,202004,EXCESS,Y,26,0,0,0
CBRE0120,202005,EXCESS,Y,26,0,0,0
CBRE0120,202006,EXCESS,Y,26,0,0,0
CBRE0120,202007,ACTIVE,Y,26,0,0,0
CBRE0120,202008,ACTIVE,Y,26,0,0,0
CBRE0120,202009,ACTIVE,Y,26,0,0,0
CBRE0120,202010,ACTIVE,Y,26,44,29.333,0
CBRE0120,202011,ACTIVE,Y,26,44,29.333,0
CBRE0120,202012,ACTIVE,Y,26,42,28,0
CBRE0120,202101,ACTIVE,Y,26,0,0,0
CBRE0120,202102,ACTIVE,Y,26,0,0,0
CBRE0120,202103,ACTIVE,Y,26,0,0,0
CBRE0120,202104,OBSOLETE,Y,51,0,0,4
CBRE0121,202004,EXCESS,Y,22,0,0,0
CBRE0121,202005,EXCESS,Y,22,0,0,0
CBRE0121,202006,EXCESS,Y,22,0,0,0
CBRE0121,202007,EXCESS,Y,22,0,0,0
CBRE0121,202008,EXCESS,Y,22,0,0,0
CBRE0121,202009,EXCESS,Y,22,0,0,0
CBRE0121,202010,OBSOLETE,Y,22,0,0,0
CBRE0121,202011,OBSOLETE,Y,22,0,0,0
CBRE0121,202012,OBSOLETE,Y,22,0,0,0
CBRE0121,202101,OBSOLETE,Y,22,0,0,0
CBRE0121,202102,OBSOLETE,Y,22,0,0,0
CBRE0121,202103,OBSOLETE,Y,22,0,0,0
CBRE0121,202104,OBSOLETE,Y,17,0,0,0
CBRE0122,202004,EXCESS,Y,31,0,0,0
CBRE0122,202005,EXCESS,Y,31,0,0,0
CBRE0122,202006,EXCESS,Y,31,0,0,0
CBRE0122,202007,EXCESS,Y,31,0,0,0
CBRE0122,202008,EXCESS,Y,31,0,0,0
CBRE0122,202009,EXCESS,Y,31,0,0,0
CBRE0122,202010,OBSOLETE,Y,31,0,0,0
CBRE0122,202011,OBSOLETE,Y,31,0,0,0
CBRE0122,202012,OBSOLETE,Y,31,0,0,0
CBRE0122,202101,OBSOLETE,Y,31,0,0,0
CBRE0122,202102,OBSOLETE,Y,31,0,0,0
CBRE0122,202103,OBSOLETE,Y,31,0,0,0
CBRE0122,202104,OBSOLETE,Y,26,0,0,0
CBRE0123,202004,EXCESS,Y,17,0,0,0
CBRE0123,202005,EXCESS,Y,17,0,0,0
CBRE0123,202006,EXCESS,Y,17,0,0,0
CBRE0123,202007,ACTIVE,Y,17,0,0,0
CBRE0123,202008,ACTIVE,Y,17,0,0,0
CBRE0123,202009,ACTIVE,Y,17,0,0,0
CBRE0123,202010,ACTIVE,Y,17,25,16.667,0
CBRE0123,202011,ACTIVE,Y,17,25,16.667,0
CBRE0123,202012,ACTIVE,Y,17,25,16.667,0
CBRE0123,202101,ACTIVE,Y,17,25,16.667,0
CBRE0123,202102,ACTIVE,Y,17,0,0,0
CBRE0123,202103,ACTIVE,Y,17,0,0,0
CBRE0123,202104,OBSOLETE,Y,12,0,0,0
CBRE0124,202004,EXCESS,Y,16,0,0,0
CBRE0124,202005,EXCESS,Y,16,0,0,0
CBRE0124,202006,EXCESS,Y,16,0,0,0
CBRE0124,202007,EXCESS,Y,16,0,0,0
CBRE0124,202008,EXCESS,Y,16,0,0,0
CBRE0124,202009,EXCESS,Y,16,0,0,0
CBRE0124,202010,OBSOLETE,Y,16,0,0,0
CBRE0124,202011,OBSOLETE,Y,16,0,0,0
CBRE0124,202012,OBSOLETE,Y,16,0,0,0
CBRE0124,202101,OBSOLETE,Y,16,0,0,0
CBRE0124,202102,OBSOLETE,Y,16,0,0,0
CBRE0124,202103,OBSOLETE,Y,16,0,0,0
CBRE0124,202104,OBSOLETE,Y,11,0,0,0
CBRE0125,202004,EXCESS,Y,5,0,0,0
CBRE0125,202005,EXCESS,Y,5,0,0,0
CBRE0125,202006,EXCESS,Y,30,0,0,0
CBRE0125,202007,EXCESS,Y,30,0,0,0
CBRE0125,202008,EXCESS,Y,30,0,0,0
CBRE0125,202009,EXCESS,Y,30,0,0,0
CBRE0125,202010,OBSOLETE,Y,30,0,0,0
CBRE0125,202011,OBSOLETE,Y,30,0,0,0
CBRE0125,202012,OBSOLETE,Y,30,0,0,0
CBRE0125,202101,OBSOLETE,Y,30,0,0,0
CBRE0125,202102,OBSOLETE,Y,30,0,0,0
CBRE0125,202103,OBSOLETE,Y,30,0,0,0
CBRE0125,202104,OBSOLETE,Y,25,0,0,0
CBRE6586,202004,EXCESS,Y,4,0,0,0
CBRE6586,202005,EXCESS,Y,4,0,0,0
CBRE6586,202006,EXCESS,Y,29,0,0,0
CBRE6586,202007,ACTIVE,Y,29,0,0,0
CBRE6586,202008,ACTIVE,Y,29,0,0,0
CBRE6586,202009,ACTIVE,Y,29,0,0,0
CBRE6586,202010,ACTIVE,Y,27,24,16,0
CBRE6586,202011,ACTIVE,Y,27,24,16,1
CBRE6586,202012,ACTIVE,Y,25,0,0,0
CBRE6586,202101,ACTIVE,Y,25,0,0,0
CBRE6586,202102,ACTIVE,Y,25,0,0,0
CBRE6586,202103,ACTIVE,Y,25,0,0,0
CBRE6586,202104,OBSOLETE,Y,50,0,0,0
CBRE6587,202004,EXCESS,Y,29,0,0,0
CBRE6587,202005,EXCESS,Y,29,0,0,0
CBRE6587,202006,EXCESS,Y,29,0,0,0
CBRE6587,202007,ACTIVE,Y,29,0,0,0
CBRE6587,202008,ACTIVE,Y,28,0,0,0
CBRE6587,202009,ACTIVE,Y,28,0,0,0
CBRE6587,202010,ACTIVE,Y,28,9,6,0
CBRE6587,202011,ACTIVE,Y,28,0,0,0
CBRE6587,202012,ACTIVE,Y,28,0,0,0
CBRE6587,202101,ACTIVE,Y,28,0,0,0
CBRE6587,202102,ACTIVE,Y,28,0,0,0
CBRE6587,202103,ACTIVE,Y,28,0,0,0
CBRE6587,202104,ACTIVE,Y,28,0,0,0
CBRE6588,202004,EXCESS,Y,16,8,5.333,0
CBRE6588,202005,EXCESS,Y,16,8,5.333,0
CBRE6588,202006,EXCESS,Y,15,0,0,0
CBRE6588,202007,ACTIVE,Y,15,0,0,0
CBRE6588,202008,ACTIVE,Y,15,0,0,0
CBRE6588,202009,ACTIVE,Y,15,0,0,0
CBRE6588,202010,ACTIVE,Y,15,0,0,0
CBRE6588,202011,ACTIVE,Y,15,0,0,0
CBRE6588,202012,ACTIVE,Y,15,16,10.667,0
CBRE6588,202101,ACTIVE,Y,13,7,4.667,0
CBRE6588,202102,ACTIVE,Y,41,0,0,1
CBRE6588,202103,ACTIVE,Y,40,0,0,0
CBRE6588,202104,ACTIVE,Y,40,0,0,0
CBRE6590,202004,EXCESS,Y,16,0,0,0
CBRE6590,202005,EXCESS,Y,16,0,0,0
CBRE6590,202006,EXCESS,Y,66,0,0,0
CBRE6590,202007,ACTIVE,Y,66,0,0,0
CBRE6590,202008,ACTIVE,Y,67,0,0,0
CBRE6590,202009,ACTIVE,Y,66,0,0,0
CBRE6590,202010,ACTIVE,Y,63,47,31.333,0
CBRE6590,202011,ACTIVE,Y,62,47,31.333,0
CBRE6590,202012,ACTIVE,Y,60,0,0,0
CBRE6590,202101,ACTIVE,Y,53,0,0,0
CBRE6590,202102,ACTIVE,Y,53,0,0,0
CBRE6590,202103,ACTIVE,Y,52,3,2,0
CBRE6590,202104,EXCESS,Y,102,0,0,0
CBRE6592,202006,EXCESS,Y,34,0,0,0
CBRE6592,202007,ACTIVE,Y,34,0,0,0
CBRE6592,202008,ACTIVE,Y,32,0,0,0
CBRE6592,202009,ACTIVE,Y,32,0,0,0
CBRE6592,202010,ACTIVE,Y,28,0,0,0
CBRE6592,202011,ACTIVE,Y,26,0,0,0
CBRE6592,202012,ACTIVE,Y,22,0,0,0
CBRE6592,202101,ACTIVE,Y,19,7,4.667,0
CBRE6592,202102,ACTIVE,Y,73,0,0,0
CBRE6592,202103,ACTIVE,Y,72,3,2,0
CBRE6592,202104,ACTIVE,Y,97,0,0,0
CBRE6593,202004,EXCESS,Y,37,0,0,0
CBRE6593,202005,EXCESS,Y,37,0,0,0
CBRE6593,202006,EXCESS,Y,37,0,0,0
CBRE6593,202007,ACTIVE,Y,37,0,0,0
CBRE6593,202008,ACTIVE,Y,35,0,0,0
CBRE6593,202009,ACTIVE,Y,35,0,0,0
CBRE6593,202010,ACTIVE,Y,35,0,0,0
CBRE6593,202011,ACTIVE,Y,35,0,0,1
CBRE6593,202012,ACTIVE,Y,34,0,0,0
CBRE6593,202101,ACTIVE,Y,34,0,0,0
CBRE6593,202102,ACTIVE,Y,86,0,0,3
CBRE6593,202103,ACTIVE,Y,84,0,0,0
CBRE6593,202104,EXCESS,Y,84,0,0,0
CBRE6594,202004,EXCESS,Y,17,0,0,18
CBRE6594,202005,ACTIVE,Y,9,0,0,10
CBRE6594,202006,EXCESS,Y,48,0,0,0
CBRE6594,202007,ACTIVE,Y,44,0,0,0
CBRE6594,202008,ACTIVE,Y,44,0,0,2
CBRE6594,202009,ACTIVE,Y,44,0,0,2
CBRE6594,202010,ACTIVE,Y,33,6,4,0
CBRE6594,202011,ACTIVE,Y,31,0,0,0
CBRE6594,202012,ACTIVE,Y,27,5,3.333,0
CBRE6594,202101,ACTIVE,Y,26,6,4,0
CBRE6594,202102,ACTIVE,Y,79,0,0,0
CBRE6594,202103,ACTIVE,Y,70,78,52,0
CBRE6594,202104,ACTIVE,Y,214,3,2,0
CE030010,202006,ACTIVE,Y,147,0,0,156
CE030010,202007,ACTIVE,Y,147,0,0,156
CE030010,202009,EXCESS,Y,160,0,0,156
CE030010,202010,EXCESS,Y,4,0,0,0
CE030010,202011,EXCESS,Y,4,0,0,0
CE030010,202012,EXCESS,Y,4,0,0,0
CE030010,202101,EXCESS,Y,156,0,0,114.146
CE030010,202102,ACTIVE,Y,164,309,206,120
CE030010,202103,ACTIVE,Y,44,738,492,0
CE030010,202104,OBSOLETE,Y,44,0,0,0
CE030020,202009,ACTIVE,Y,400,0,0,800
CE030020,202010,ACTIVE,Y,400,0,0,800
CE030020,202011,ACTIVE,Y,400,0,0,400
CE030020,202102,EXCESS,Y,424,270.927,180.618,406.39
CE030020,202103,ACTIVE,Y,26,"2,785.00","1,856.67",0
CE030020,202104,OBSOLETE,Y,26,0,0,0
CE030032,202004,EXCESS,Y,4,0,0,0
CE030032,202005,EXCESS,Y,4,0,0,0
CE030032,202006,EXCESS,Y,204,0,0,200
CE030032,202007,EXCESS,Y,204,0,0,200
CE030032,202009,EXCESS,Y,157,0,0,134.764
CE030032,202010,EXCESS,Y,33,0,0,0
CE030032,202011,EXCESS,Y,33,0,0,0
CE030032,202012,EXCESS,Y,33,0,0,0
CE030032,202101,EXCESS,Y,33,0,0,0
CE030032,202102,ACTIVE,Y,33,137.5,91.667,0
CE030032,202103,ACTIVE,Y,9,150,100,0
CE030032,202104,EXCESS,Y,9,150,100,0
CE030070,202006,ACTIVE,Y,128,0,0,300
CE030070,202007,ACTIVE,Y,128,0,0,300
CE030070,202008,ACTIVE,Y,170,0,0,300
CE030070,202009,EXCESS,Y,339,0,0,252.357
CE030070,202010,EXCESS,Y,39,0,0,0
CE030070,202011,EXCESS,Y,47,0,0,0
CE030070,202012,EXCESS,Y,47,0,0,0
CE030070,202101,EXCESS,Y,47,0,0,0
CE030070,202102,ACTIVE,Y,47,127.027,84.685,0
CE030070,202103,ACTIVE,Y,47,254.054,169.369,0
CE030070,202104,OBSOLETE,Y,47,0,0,0
CF1711,202004,ACTIVE,Y,129,594.52,396.347,0
CF1711,202005,ACTIVE,Y,136,526.779,351.186,0
CF1711,202006,ACTIVE,Y,131,293.208,195.472,0
CF1711,202007,ACTIVE,Y,166,172.368,114.912,5.3
CF1711,202008,EXCESS,Y,136,135.626,90.417,15.443
CF1711,202009,EXCESS,Y,136,96.629,64.419,1.114
CF1711,202010,EXCESS,Y,116,85.041,56.694,0.493
CF1711,202011,ACTIVE,Y,111,128.659,85.773,0
CF1711,202012,ACTIVE,Y,106,163.991,109.327,0
CF1711,202101,ACTIVE,Y,66,131.166,87.444,0.814
CF1711,202102,ACTIVE,Y,51,81.103,54.069,3.244
CF1711,202103,ACTIVE,Y,1,1.744,1.163,0.069
CF1711,202104,ACTIVE,Y,51,144.992,96.661,1.843
CF32,202004,ACTIVE,Y,115,146.574,97.716,0.958
CF32,202005,EXCESS,Y,278,173.436,115.624,0.894
CF32,202006,EXCESS,Y,267,141.556,94.371,4.51
CF32,202007,EXCESS,Y,258,176.734,117.823,3.608
CF32,202008,EXCESS,Y,255,200.071,133.381,0
CF32,202009,EXCESS,Y,253,183.27,122.18,0
CF32,202010,EXCESS,Y,253,149.63,99.753,0
CF32,202011,EXCESS,Y,236,205.641,137.094,0.918
CF32,202012,EXCESS,Y,222,133.682,89.121,0.899
CF32,202101,EXCESS,Y,220,140.656,93.771,3.607
CF32,202102,EXCESS,Y,211,137.354,91.569,8.979
CF32,202103,EXCESS,Y,184,144.214,96.143,11.5
CF32,202104,ACTIVE,Y,166,186.546,124.364,15.091
CF8511,202004,ACTIVE,Y,697,"2,617.60","1,745.07",24.54
CF8511,202005,ACTIVE,Y,"1,038.00","2,810.23","1,873.49",67.068
CF8511,202006,ACTIVE,Y,953,"2,284.93","1,523.28",165.592
CF8511,202007,ACTIVE,Y,778,"2,387.19","1,591.46",68.406
CF8511,202008,ACTIVE,Y,758,"1,797.35","1,198.23",49.369
CF8511,202009,ACTIVE,Y,738,"1,505.57","1,003.72",16.727
CF8511,202010,ACTIVE,Y,723,"1,518.22","1,012.15",72.837
CF8511,202011,ACTIVE,Y,588,"1,730.82","1,153.88",25
CF8511,202012,ACTIVE,Y,258,"1,812.29","1,208.19",0
CF8511,202101,ACTIVE,Y,243,"1,839.21","1,226.14",45
CF8511,202102,ACTIVE,Y,168,"1,927.47","1,284.98",53.428
CF8511,202103,ACTIVE,Y,2,53.106,35.404,2.496
CF8511,202104,ACTIVE,Y,2,14.586,9.724,1.696
CM3922,202004,EXCESS,Y,28,16.192,10.795,0
CM3922,202005,NEW,Y,29,21.866,14.577,0
CM3922,202006,EXCESS,Y,20,6.595,4.397,0.278
CM3922,202007,EXCESS,Y,18,14.981,9.987,0
CM3922,202008,EXCESS,Y,18,0,0,0.261
CM3922,202009,EXCESS,Y,16,3.367,2.245,0
CM3922,202010,EXCESS,Y,15,5.464,3.643,0
CM3922,202011,EXCESS,Y,15,9.259,6.173,0.278
CM3922,202012,EXCESS,Y,12,6.009,4.006,0.235
CM3922,202101,EXCESS,Y,8,7.164,4.776,1.12
CM3922,202102,EXCESS,Y,4,0.3,0.2,0.2
CM3922C,202004,EXCESS,Y,22,0,0,0
CM3922C,202005,NEW,Y,22,0,0,0
CM3922C,202006,EXCESS,Y,22,1.368,0.912,0.2
CM3922C,202007,EXCESS,Y,21,1.189,0.793,0.594
CM3922C,202008,EXCESS,Y,18,0.359,0.239,0.18
CM3922C,202009,EXCESS,Y,18,5.099,3.399,0
CM3922C,202010,EXCESS,Y,18,13.484,8.989,0.189
CM3922C,202011,EXCESS,Y,18,11.936,7.957,0
CM3922C,202012,EXCESS,Y,14,13.918,9.279,0.159
CM3922C,202101,EXCESS,Y,14,9.735,6.49,0.161
CM3922C,202102,EXCESS,Y,14,5.904,3.936,0.163
CM3922C,202103,EXCESS,Y,14,4.776,3.184,0
CM3922C,202104,EXCESS,Y,14,0,0,0
CM5028,202004,EXCESS,Y,34,6.46,4.307,0
CM5028,202005,NEW,Y,35,13.58,9.053,0
CM5028,202006,EXCESS,Y,33,6.638,4.425,0
CM5028,202007,EXCESS,Y,33,10.488,6.992,0
CM5028,202008,EXCESS,Y,27,4.774,3.183,0
CM5028,202009,EXCESS,Y,27,1.299,0.866,0.551
CM5028,202010,EXCESS,Y,25,1.227,0.818,0
CM5028,202011,EXCESS,Y,24,11.622,7.748,0
CM5028,202012,EXCESS,Y,24,3.064,2.043,0
CM5028,202101,EXCESS,Y,24,13.857,9.238,0.876
CM5028,202102,EXCESS,Y,24,3.455,2.303,0.545
CM5028,202103,EXCESS,Y,24,11.869,7.913,2.605
CM5028,202104,EXCESS,Y,24,6.496,4.331,2.605
CM5028C,202004,EXCESS,Y,15,0.936,0.624,0
CM5028C,202005,NEW,Y,14,3.616,2.411,0
CM5028C,202006,EXCESS,Y,14,5.36,3.573,0.459
CM5028C,202007,EXCESS,Y,12,0,0,0.414
CM5028C,202008,EXCESS,Y,9,5.47,3.647,0
CM5028C,202009,EXCESS,Y,7,4.498,2.999,0
CM5028C,202010,EXCESS,Y,6,3.867,2.578,0.143
CM5028C,202011,ACTIVE,Y,3,4.009,2.673,0.081
CM5028C,202012,ACTIVE,Y,2,4.178,2.785,0.242
CM5028C,202101,ACTIVE,Y,1,2.483,1.655,0
CM5028C,202102,ACTIVE,Y,1,2.559,1.706,0.034
CM5028C,202104,EXCESS,Y,4,5.694,3.796,0.48
CM7442,202004,ACTIVE,Y,26,57.403,38.269,0
CM7442,202005,NEW,Y,26,58.66,39.107,0
CM7442,202006,NEW,Y,26,22.943,15.295,0
CM7442,202007,NEW,Y,26,6.656,4.437,0
CM7442,202008,NEW,Y,26,4.11,2.74,0
CM7442,202009,NEW,Y,26,6.871,4.581,2.516
CM7442,202010,NEW,Y,26,9.239,6.159,0
CM7442,202011,NEW,Y,22,1.709,1.139,0
CM7442,202012,NEW,Y,22,0,0,0
CM7442,202101,NEW,Y,15,22.833,15.222,1
CM7442,202102,NEW,Y,13,15.786,10.524,1.857
CM7442,202103,NEW,Y,9,0,0,2.5
CM7442C,202004,EXCESS,Y,25,0,0,0
CM7442C,202005,NEW,Y,25,0,0,0.873
CM7442C,202006,NEW,Y,22,6.191,4.127,0
CM7442C,202007,NEW,Y,22,0.795,0.53,0
CM7442C,202008,NEW,Y,19,3.134,2.089,0.475
CM7442C,202009,NEW,Y,17,6.554,4.369,0
CM7442C,202010,NEW,Y,17,3.922,2.615,0
CM7442C,202011,NEW,Y,17,3.917,2.611,0
CM7442C,202012,NEW,Y,17,2.636,1.757,0
CM7442C,202101,NEW,Y,17,1.962,1.308,0
CM7442C,202102,NEW,Y,17,1.09,0.727,0
CM7442C,202103,NEW,Y,17,2.179,1.453,0
CM7442C,202104,EXCESS,Y,17,2.208,1.472,0
CM8548,202004,EXCESS,Y,111,30.573,20.382,0
CM8548,202005,NEW,Y,111,30.96,20.64,0
CM8548,202006,NEW,Y,111,15.633,10.422,0
CM8548,202007,NEW,Y,111,7.02,4.68,0.387
CM8548,202008,NEW,Y,109,7.509,5.006,0
CM8548,202009,NEW,Y,110,9.897,6.598,3.088
CM8548,202010,NEW,Y,109,3.95,2.633,0
CM8548,202011,NEW,Y,108,9.845,6.563,0.394
CM8548,202012,NEW,Y,108,12.264,8.176,0
CM8548,202101,NEW,Y,107,13.73,9.153,2.369
CM8548,202102,NEW,Y,107,18.857,12.571,0.408
CM8548,202103,NEW,Y,103,22.422,14.948,3.621
CM8548,202104,EXCESS,Y,103,14.759,9.839,0.417
CM8548C,202004,EXCESS,Y,25,0,0,0
CM8548C,202005,NEW,Y,25,0,0,0
CM8548C,202006,EXCESS,Y,25,1.946,1.297,0
CM8548C,202007,EXCESS,Y,25,3.716,2.477,0.338
CM8548C,202008,EXCESS,Y,23,0.958,0.639,0.319
CM8548C,202009,EXCESS,Y,22,1.239,0.826,0
CM8548C,202010,EXCESS,Y,23,0,0,0
CM8548C,202011,EXCESS,Y,23,0,0,0
CM8548C,202012,EXCESS,Y,23,0,0,0.319
CM8548C,202101,EXCESS,Y,22,0,0,0
CM8548C,202102,EXCESS,Y,20,0,0,0.29
CM8548C,202103,EXCESS,Y,19,2.235,1.49,0
CM8548C,202104,EXCESS,Y,18,4.872,3.248,0
CMP32P2,202004,ACTIVE,Y,37,"1,226.90",817.936,10.72
CMP32P2,202005,ACTIVE,Y,139,"2,132.47","1,421.65",19.849
CMP32P2,202006,ACTIVE,Y,17,361.031,240.687,4.009
CMP32P2,202007,ACTIVE,Y,4,75.784,50.523,1.134
CMP32P2,202101,ACTIVE,Y,71,396.604,264.403,84.148
CMP32P2,202102,ACTIVE,Y,24,530.75,353.833,8.5
CP32P2,202004,ACTIVE,Y,132,"1,621.86","1,081.24",2.59
CP32P2,202005,ACTIVE,Y,219,"2,218.45","1,478.96",29.97
CP32P2,202006,ACTIVE,Y,69,969.913,646.609,7.469
CP32P2,202008,ACTIVE,Y,132,"1,424.92",949.944,3.568
CP32P2,202009,ACTIVE,Y,47,"1,577.90","1,051.94",32.351
CP32P2,202010,ACTIVE,Y,103,"2,022.32","1,348.21",26.134
CP32P2,202011,ACTIVE,Y,1,134.655,89.77,2.739
CP32P2,202012,ACTIVE,Y,93,"2,532.88","1,688.58",49.33
CP32P2,202101,ACTIVE,Y,122,"2,587.93","1,725.29",13.468
CP32P2,202102,ACTIVE,Y,122,"3,028.64","2,019.09",42.84
CP32P2,202103,ACTIVE,Y,16,"1,519.50","1,013.00",22.486
CP3922,202004,EXCESS,Y,44,3.064,2.043,0
CP3922,202005,NEW,Y,44,3.064,2.043,0
CP3922,202006,NEW,Y,44,6.06,4.04,0
CP3922,202007,NEW,Y,44,4.591,3.061,0
CP3922,202008,NEW,Y,44,4.591,3.061,0
CP3922,202009,NEW,Y,44,4.443,2.962,0
CP3922,202010,NEW,Y,44,2.256,1.504,0
CP3922,202011,NEW,Y,43,0.377,0.251,0
CP3922,202012,NEW,Y,43,0.377,0.251,0
CP3922,202101,NEW,Y,43,0.377,0.251,0
CP3922,202102,NEW,Y,43,0.428,0.285,0
CP3922,202103,NEW,Y,43,0,0,0
CP3922,202104,EXCESS,Y,43,0,0,0.381
CP3922C,202004,EXCESS,Y,59,0,0,0
CP3922C,202005,NEW,Y,59,0,0,0
CP3922C,202006,EXCESS,Y,59,1.413,0.942,0
CP3922C,202007,EXCESS,Y,59,2.826,1.884,0
CP3922C,202008,EXCESS,Y,59,2.826,1.884,0
CP3922C,202009,EXCESS,Y,59,3.027,2.018,1.066
CP3922C,202010,EXCESS,Y,56,3.595,2.397,0.344
CP3922C,202011,EXCESS,Y,56,0.558,0.372,0
CP3922C,202012,EXCESS,Y,56,0,0,0
CP3922C,202101,EXCESS,Y,56,0,0,0
CP3922C,202102,EXCESS,Y,56,0,0,0
CP3922C,202103,EXCESS,Y,56,0,0,0
CP3922C,202104,EXCESS,Y,56,0,0,0
CP43P2,202004,ACTIVE,Y,16,542.061,361.374,12.259
CP43P2,202005,ACTIVE,Y,38,719.304,479.536,13.889
CP43P2,202006,ACTIVE,Y,40,744.795,496.53,26.885
CP43P2,202007,ACTIVE,Y,7,524.58,349.72,35
CP43P2,202008,ACTIVE,Y,9,225.196,150.131,6.333
CP43P2,202009,ACTIVE,Y,11,226.971,151.314,8.594
CP43P2,202010,ACTIVE,Y,19,544.865,363.243,13.37
CP43P2,202011,ACTIVE,Y,2,251.47,167.647,20
CP43P2,202012,ACTIVE,Y,11,461.805,307.87,9.5
CP43P2,202101,ACTIVE,Y,32,575.212,383.475,10.039
CP43P2,202102,ACTIVE,Y,29,612.571,408.381,15.388
CP43P2,202103,ACTIVE,Y,2,500.461,333.641,52
CP43P2,202104,ACTIVE,Y,2,563.776,375.851,159
CP5028,202004,EXCESS,Y,33,7.293,4.862,0
CP5028,202005,NEW,Y,32,9.394,6.263,0
CP5028,202006,EXCESS,Y,31,14.861,9.907,0
CP5028,202007,EXCESS,Y,30,9.073,6.049,0.423
CP5028,202008,EXCESS,Y,29,9.94,6.627,0
CP5028,202009,EXCESS,Y,27,7.996,5.331,0
CP5028,202010,EXCESS,Y,27,12.089,8.059,0
CP5028,202011,EXCESS,Y,27,5.228,3.485,0
CP5028,202012,EXCESS,Y,27,0,0,0
CP5028,202101,EXCESS,Y,27,0.806,0.537,0
CP5028,202102,EXCESS,Y,26,1.219,0.813,0
CP5028,202103,EXCESS,Y,26,4.54,3.027,0.413
CP5028,202104,EXCESS,Y,25,0,0,0
CP5028C,202004,EXCESS,Y,46,0,0,0
CP5028C,202005,NEW,Y,45,0,0,0
CP5028C,202006,EXCESS,Y,45,2.932,1.955,0
CP5028C,202007,EXCESS,Y,45,5.643,3.762,0.298
CP5028C,202008,EXCESS,Y,45,3.3,2.2,0
CP5028C,202009,EXCESS,Y,44,3.118,2.079,0
CP5028C,202010,EXCESS,Y,43,2.564,1.709,0
CP5028C,202011,EXCESS,Y,43,0.914,0.609,0
CP5028C,202012,EXCESS,Y,43,6.19,4.127,0
CP5028C,202101,EXCESS,Y,42,10.663,7.109,0
CP5028C,202102,EXCESS,Y,42,12.133,8.089,0
CP5028C,202103,EXCESS,Y,40,1.26,0.84,0
CP5028C,202104,EXCESS,Y,40,0,0,0
CP7442,202004,EXCESS,Y,59,0,0,0
CP7442,202005,NEW,Y,59,1.984,1.323,0
CP7442,202006,NEW,Y,59,4.878,3.252,0.496
CP7442,202007,NEW,Y,59,19.162,12.775,0
CP7442,202008,NEW,Y,59,7.06,4.707,0
CP7442,202009,NEW,Y,60,1.525,1.017,0
CP7442,202010,NEW,Y,60,5.085,3.39,0
CP7442,202011,NEW,Y,60,0,0,0
CP7442,202012,NEW,Y,60,0,0,0
CP7442,202101,NEW,Y,60,0,0,0
CP7442,202102,NEW,Y,60,0,0,0
CP7442,202103,NEW,Y,60,0,0,0.508
CP7442,202104,EXCESS,Y,59,0.504,0.336,0
CP7442C,202004,ACTIVE,Y,35,35.015,23.343,0
CP7442C,202005,NEW,Y,33,35.616,23.744,0
CP7442C,202006,NEW,Y,32,30.703,20.469,0
CP7442C,202007,NEW,Y,32,17.55,11.7,0
CP7442C,202008,NEW,Y,32,9.642,6.428,0
CP7442C,202009,NEW,Y,32,7.884,5.256,4.114
CP7442C,202010,NEW,Y,32,8.93,5.953,0
CP7442C,202011,NEW,Y,32,34.443,22.962,0
CP7442C,202012,NEW,Y,30,28.916,19.277,0.256
CP7442C,202101,NEW,Y,26,40.288,26.859,0.468
CP7442C,202102,NEW,Y,25,26.3,17.533,0
CP7442C,202103,NEW,Y,21,16.319,10.879,5
CP7442C,202104,EXCESS,Y,1,0.766,0.511,0
CP8548,202004,EXCESS,Y,36,1.848,1.232,0
CP8548,202005,NEW,Y,36,1.848,1.232,0
CP8548,202006,NEW,Y,36,3.618,2.412,0
CP8548,202007,NEW,Y,36,7.593,5.062,0.923
CP8548,202008,NEW,Y,36,5.163,3.442,0
CP8548,202009,NEW,Y,39,2.516,1.677,0
CP8548,202010,NEW,Y,38,5.928,3.952,0
CP8548,202011,NEW,Y,38,0.041,0.027,0
CP8548,202012,NEW,Y,38,0,0,0
CP8548,202101,NEW,Y,38,0,0,0
CP8548,202102,NEW,Y,38,0,0,0
CP8548,202103,NEW,Y,37,0,0,0
CP8548,202104,EXCESS,Y,37,1.209,0.806,0
CP8548C,202004,ACTIVE,Y,19,20.372,13.581,0
CP8548C,202005,NEW,Y,19,12.038,8.025,0
CP8548C,202006,NEW,Y,19,9.971,6.647,0
CP8548C,202007,NEW,Y,19,5.098,3.399,0
CP8548C,202008,NEW,Y,19,3.707,2.471,0
CP8548C,202009,NEW,Y,19,5.371,3.581,0
CP8548C,202010,NEW,Y,19,7.678,5.119,0
CP8548C,202011,NEW,Y,19,11.151,7.434,0
